"prov","urban","sex","age","marital","education","length_stay","employment","income","sat_education","sat_job","sat_income","sat_health","sat_family","sat_leisure","sat_social","sat_safety","sat_environment","sat_home","happy"
"Lampung","Rural","Male","41-50","Married","Medium","41-60","Employed","1M-1.5M",6,6,5,8,8,7,7,7,8,6,7
"Gorontalo","Urban","Female","41-50","Married","Low","41-60","Employed","<1M",9,9,8,5,7,5,8,8,7,8,9
"Jawa Barat","Rural","Male",">60","Not married","Low","41-60","Employed","1.5M-2.5M",6,7,7,6,6,7,7,7,7,7,8
"Bengkulu","Rural","Female","31-40","Married","Medium","21-40","Unemployed",NA,8,NA,8,9,9,9,9,9,9,8,7
"Sulawesi Utara","Urban","Female","21-30","Married","Medium","21-40","Unemployed",NA,6,NA,7,8,8,8,7,8,8,8,8
"Sumatera Utara","Rural","Female","51-60","Married","Low","21-40","Unemployed",NA,5,NA,7,7,9,8,8,8,8,8,7
"Jawa Tengah","Urban","Female","41-50","Married","Low","21-40","Unemployed",NA,4,NA,7,8,8,7,8,8,8,8,9
"Nusa Tenggara Barat","Rural","Female","31-40","Married","High","<=20","Employed",">4M",9,9,9,8,8,7,8,9,9,6,6
"Bengkulu","Rural","Male","51-60","Married","Medium","21-40","Employed","2.5M-4M",7,6,7,8,9,8,8,9,8,8,8
"Sumatera Utara","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,3,NA,6,4,9,6,8,8,2,4,8
"Jawa Tengah","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",8,8,9,8,9,8,8,9,8,8,9
"Sulawesi Barat","Rural","Female","51-60","Not married","Low","41-60","Employed","1M-1.5M",0,10,4,5,10,10,10,10,10,6,10
"Nusa Tenggara Timur","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",8,10,8,8,7,7,8,9,7,7,5
"Sulawesi Selatan","Rural","Female","31-40","Not married","High","21-40","Employed","1.5M-2.5M",7,4,6,8,9,9,9,9,9,9,8
"Jawa Barat","Urban","Male","41-50","Married","Low","41-60","Employed","2.5M-4M",6,7,8,7,8,7,7,8,8,8,7
"Kalimantan Barat","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",7,9,9,9,9,8,8,9,8,10,9
"Papua","Rural","Male","21-30","Married","Medium","<=20","Employed","1M-1.5M",3,6,7,8,9,9,8,7,7,7,7
"Jawa Timur","Urban","Female","51-60","Not married","Low","<=20","Employed","<1M",5,8,5,8,9,7,8,8,7,6,7
"Sulawesi Tengah","Rural","Female","31-40","Married","Medium","<=20","Employed","2.5M-4M",8,8,8,8,8,8,8,10,9,8,8
"Lampung","Rural","Female",">60","Not married","Low","41-60","Unemployed",NA,6,NA,10,7,9,10,10,8,9,8,8
"Jawa Timur","Rural","Male",">60","Married","Low","41-60","Unemployed",NA,2,NA,9,8,9,9,9,9,9,7,9
"Papua Barat","Rural","Male","41-50","Not married","Medium","<=20","Employed","1.5M-2.5M",7,8,8,8,8,9,8,9,9,9,9
"Jawa Barat","Urban","Male","31-40","Married","Low","21-40","Employed","<1M",5,6,5,8,8,8,7,8,8,7,7
"Jawa Timur","Urban","Female","51-60","Married","Medium","41-60","Unemployed",NA,5,NA,7,10,10,10,9,10,8,10,8
"Nusa Tenggara Timur","Rural","Male","51-60","Married","High","<=20","Employed",">4M",8,9,9,4,9,10,9,8,8,8,9
"Lampung","Rural","Male","41-50","Married","Low","21-40","Employed","1.5M-2.5M",6,7,5,8,10,9,10,9,9,7,8
"Papua Barat","Rural","Female","41-50","Not married","Medium","41-60","Employed","2.5M-4M",2,6,6,7,8,7,6,4,7,6,7
"Nusa Tenggara Timur","Rural","Female","31-40","Married","Low","<=20","Unemployed",NA,5,NA,8,7,7,8,6,9,9,8,5
"Jawa Timur","Urban","Female","<=20","Married","Medium","<=20","Unemployed",NA,8,NA,8,8,8,9,8,8,8,8,8
"Jambi","Rural","Male","31-40","Married","Medium","21-40","Employed","1.5M-2.5M",7,8,8,8,8,8,7,7,8,7,8
"Jawa Timur","Rural","Male","41-50","Married","Medium","21-40","Employed","1.5M-2.5M",5,7,7,10,10,8,9,8,10,7,8
"Bengkulu","Rural","Male",">60","Married","High","21-40","Employed","2.5M-4M",9,9,8,7,9,8,10,1,8,9,7
"Kalimantan Selatan","Rural","Female","31-40","Married","Low","<=20","Unemployed",NA,10,NA,3,10,10,8,10,10,9,3,8
"Kalimantan Utara","Rural","Male","21-30","Married","Medium","<=20","Employed","1M-1.5M",7,8,8,9,8,8,8,9,9,8,9
"Banten","Rural","Male","51-60","Married","Low","41-60","Employed","<1M",6,7,5,6,9,8,1,9,8,6,8
"Jawa Barat","Urban","Female",">60","Not married","Low","61-80","Employed","<1M",8,8,7,7,8,7,7,8,8,9,8
"Jawa Timur","Rural","Male",">60","Married","Low","21-40","Employed","1M-1.5M",5,10,10,10,10,10,10,10,10,10,10
"Sumatera Utara","Rural","Female","51-60","Married","Low","21-40","Employed","1M-1.5M",3,6,7,7,7,7,9,9,10,7,7
"Sumatera Selatan","Urban","Female","31-40","Married","High","<=20","Employed","1M-1.5M",9,8,9,9,10,8,9,9,9,8,9
"Sulawesi Tengah","Rural","Male","41-50","Married","Low","<=20","Employed","<1M",5,7,7,8,8,7,6,8,8,7,7
"Sulawesi Tenggara","Rural","Female","51-60","Married","Low","21-40","Unemployed",NA,2,NA,4,6,10,10,10,10,9,7,4
"Kepulauan Bangka Belitung","Rural","Male","21-30","Married","Low","21-40","Employed","1M-1.5M",4,1,8,10,10,7,10,2,10,10,10
"Sumatera Utara","Urban","Female","41-50","Married","Low","21-40","Employed","1.5M-2.5M",7,7,2,6,8,8,6,8,8,8,7
"Riau","Rural","Female",">60","Not married","Low","21-40","Employed","1M-1.5M",3,7,7,7,8,8,9,9,8,8,8
"Kalimantan Barat","Rural","Male","51-60","Married","High","21-40","Employed",">4M",9,9,9,8,9,7,8,8,8,8,8
"Jawa Timur","Rural","Female","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",8,8,8,9,9,7,8,9,9,8,9
"Jawa Timur","Rural","Female","51-60","Married","Low","21-40","Employed","<1M",6,8,7,7,10,7,8,9,10,7,10
"Sumatera Utara","Urban","Male","21-30","Married","Medium","21-40","Employed","1M-1.5M",7,6,7,8,8,8,8,9,8,8,8
"Riau","Urban","Male","31-40","Married","High","<=20","Employed","2.5M-4M",9,8,8,9,10,8,10,9,8,9,10
"Jawa Tengah","Urban","Male","31-40","Married","Medium","21-40","Employed","2.5M-4M",8,8,7,8,9,8,8,9,9,9,9
"Nusa Tenggara Barat","Urban","Male","41-50","Married","High","<=20","Employed","1M-1.5M",9,7,7,8,9,8,8,7,8,9,8
"Papua","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",4,5,4,6,7,7,5,6,8,6,4
"Jambi","Urban","Male","51-60","Married","Low","21-40","Employed","<1M",6,6,5,7,7,8,7,8,8,6,6
"Sulawesi Tenggara","Urban","Male","31-40","Married","Medium","<=20","Employed",">4M",8,1,10,9,10,8,10,10,9,10,9
"Sulawesi Utara","Rural","Female","21-30","Married","High","<=20","Employed","1.5M-2.5M",9,9,9,9,9,9,9,9,9,9,10
"Jawa Tengah","Urban","Male","41-50","Married","Low","41-60","Unemployed",NA,5,NA,5,6,5,10,10,10,10,10,10
"Sumatera Utara","Urban","Male","51-60","Married","Medium","41-60","Employed","<1M",8,4,4,6,7,5,7,7,6,5,6
"Kalimantan Selatan","Urban","Female","21-30","Not married","Medium","<=20","Unemployed",NA,7,NA,7,7,7,7,7,7,7,7,7
"Sulawesi Selatan","Urban","Male","51-60","Married","Low","21-40","Employed",">4M",5,10,10,9,9,7,10,10,10,10,10
"Jawa Timur","Rural","Female",">60","Not married","Low","61-80","Employed","<1M",4,5,5,6,7,9,7,6,8,5,5
"Aceh","Urban","Female","51-60","Married","Low","21-40","Unemployed",NA,6,NA,7,7,7,8,8,8,8,7,7
"Di Yogyakarta","Rural","Male","51-60","Married","Medium","41-60","Employed","<1M",7,6,7,8,8,7,8,9,8,6,7
"Aceh","Rural","Female",">60","Not married","Low","<=20","Employed","<1M",1,7,5,6,10,9,10,10,10,6,10
"Kalimantan Tengah","Urban","Female",">60","Not married","Medium","21-40","Unemployed",NA,6,NA,7,8,8,9,8,8,8,7,8
"Jawa Timur","Rural","Female","41-50","Married","Medium","41-60","Employed","1M-1.5M",8,8,9,10,10,10,10,10,10,10,9
"Jawa Tengah","Rural","Male","51-60","Married","Low","41-60","Employed","<1M",7,8,7,8,9,8,9,9,8,7,8
"Lampung","Urban","Female","51-60","Married","Low","<=20","Unemployed",NA,6,NA,6,7,6,7,7,8,8,7,7
"Jawa Tengah","Rural","Female","41-50","Married","Low","41-60","Unemployed",NA,8,NA,4,6,8,9,9,9,9,5,6
"Kalimantan Selatan","Urban","Male","51-60","Married","Low","21-40","Employed","1.5M-2.5M",4,8,8,8,8,8,9,8,8,8,9
"Jawa Tengah","Urban","Female",">60","Married","Low","61-80","Employed","<1M",6,6,7,8,8,7,8,8,8,8,7
"Jawa Tengah","Rural","Male",">60","Married","Low","61-80","Employed","<1M",7,8,8,8,9,8,8,9,9,8,8
"Jawa Tengah","Urban","Male","41-50","Married","Medium","41-60","Employed","1.5M-2.5M",8,8,8,8,8,8,8,9,8,8,8
"Kalimantan Barat","Urban","Female","41-50","Not married","Medium","<=20","Employed","2.5M-4M",8,8,8,7,8,7,8,8,8,8,7
"Kepulauan Bangka Belitung","Urban","Female",">60","Married","Medium","<=20","Employed","2.5M-4M",6,8,8,6,9,8,7,8,7,9,8
"Lampung","Urban","Male","41-50","Married","Low","21-40","Employed","1.5M-2.5M",8,8,2,9,10,8,10,9,10,7,9
"Jawa Timur","Rural","Male","41-50","Married","Low","41-60","Employed","2.5M-4M",10,8,7,8,9,8,10,9,10,8,8
"Sulawesi Selatan","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,5,NA,5,10,10,5,8,10,10,10,8
"Sulawesi Tengah","Urban","Male","51-60","Married","Low","<=20","Employed","1M-1.5M",7,7,5,8,9,9,8,8,8,8,9
"Papua","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",6,7,4,8,9,7,7,8,7,7,7
"Lampung","Urban","Female","31-40","Married","Medium","21-40","Employed","1M-1.5M",5,5,7,7,8,8,8,9,9,7,8
"Kalimantan Timur","Rural","Male",">60","Not married","Low","21-40","Employed","1M-1.5M",4,7,6,7,6,6,7,8,7,8,7
"Jawa Tengah","Urban","Male","31-40","Married","Medium","21-40","Employed","<1M",6,8,3,8,7,7,6,6,7,8,4
"Jawa Barat","Urban","Female","31-40","Married","High","<=20","Employed",">4M",7,8,8,6,8,8,8,7,8,8,8
"Sumatera Utara","Rural","Female","31-40","Married","Medium","<=20","Employed","1M-1.5M",7,7,7,7,7,7,6,7,7,6,6
"Maluku","Rural","Male","31-40","Married","Medium","<=20","Employed","1M-1.5M",6,6,6,7,8,7,6,8,8,6,8
"Jawa Tengah","Urban","Female","51-60","Not married","Low","41-60","Employed","1M-1.5M",4,7,6,8,9,7,8,8,8,7,8
"Bengkulu","Urban","Male","41-50","Married","Low","<=20","Employed","1M-1.5M",5,5,5,9,9,7,8,7,8,5,6
"Maluku","Rural","Female","51-60","Not married","Low","41-60","Employed","<1M",6,7,7,8,9,8,9,9,8,7,8
"Jawa Barat","Rural","Male","51-60","Married","Low","21-40","Employed","1M-1.5M",7,6,8,6,8,7,9,10,9,7,8
"Bali","Urban","Female","51-60","Married","Medium","41-60","Employed","1M-1.5M",7,7,8,8,8,7,8,8,8,8,10
"Jawa Timur","Urban","Male","51-60","Married","Low","41-60","Employed","<1M",8,6,4,10,7,6,8,8,8,7,8
"Jawa Timur","Rural","Male","41-50","Married","Low","41-60","Employed","2.5M-4M",8,8,7,9,9,8,9,9,9,8,8
"Kepulauan Bangka Belitung","Urban","Female","41-50","Married","Medium","<=20","Employed","2.5M-4M",8,10,8,8,10,10,8,10,7,8,10
"Kalimantan Tengah","Urban","Female","41-50","Not married","High","<=20","Employed",">4M",8,8,7,8,8,8,8,8,8,8,8
"Kepulauan Bangka Belitung","Rural","Male",">60","Married","Medium","21-40","Employed","<1M",6,6,5,8,8,7,7,9,8,8,9
"Jawa Tengah","Urban","Female","21-30","Married","Medium","21-40","Employed","<1M",7,2,6,8,9,8,8,8,8,8,7
"Jawa Tengah","Rural","Female","41-50","Not married","Low","<=20","Employed","1.5M-2.5M",6,8,8,8,7,8,1,7,10,7,8
"Sulawesi Selatan","Rural","Male","51-60","Married","Low","<=20","Employed","2.5M-4M",7,8,7,8,8,7,8,8,9,8,8
"Sulawesi Tenggara","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,7,NA,7,8,8,8,7,8,8,7,7
"Di Yogyakarta","Rural","Male","41-50","Married","Low","41-60","Employed","1M-1.5M",6,7,5,8,10,8,10,7,5,7,4
"Papua","Rural","Male",">60","Married","Low","61-80","Employed","1M-1.5M",8,8,7,6,8,8,8,8,8,7,8
"Gorontalo","Rural","Female","41-50","Not married","Medium","41-60","Employed","2.5M-4M",7,5,7,8,10,9,9,9,9,8,9
"Nusa Tenggara Barat","Urban","Female","41-50","Married","Medium","<=20","Employed",">4M",8,10,10,10,10,10,10,9,9,10,10
"Aceh","Rural","Female","41-50","Not married","Medium","41-60","Employed","1.5M-2.5M",6,7,7,7,7,7,7,8,7,4,7
"Sumatera Utara","Rural","Male",">60","Married","Low","21-40","Employed","1M-1.5M",5,6,3,5,7,7,8,9,7,5,6
"Sumatera Utara","Urban","Male","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",10,7,5,8,10,6,10,5,8,5,10
"Jawa Barat","Urban","Male",">60","Married","Low","61-80","Unemployed",NA,3,NA,4,7,7,6,8,8,8,6,6
"Maluku","Rural","Male",">60","Married","Medium","61-80","Employed","<1M",8,8,8,8,9,8,8,9,9,8,8
"Jawa Timur","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",5,8,7,6,8,6,7,7,7,7,7
"Sulawesi Selatan","Urban","Male","21-30","Not married","Medium","<=20","Unemployed",NA,8,NA,7,8,8,8,6,8,8,8,8
"Sulawesi Selatan","Rural","Male",">60","Not married","Low","21-40","Employed",">4M",5,7,7,7,7,7,7,7,7,6,7
"Sumatera Selatan","Rural","Male","21-30","Married","Medium","21-40","Employed","1M-1.5M",7,7,7,8,9,8,7,8,8,8,8
"Sumatera Utara","Rural","Female","41-50","Not married","Low","41-60","Unemployed",NA,2,NA,8,5,8,9,8,10,8,8,8
"Sulawesi Utara","Urban","Male","41-50","Not married","Medium","21-40","Employed","1.5M-2.5M",2,3,0,5,0,2,10,5,5,5,5
"Sumatera Utara","Rural","Male","41-50","Married","Low","<=20","Employed","2.5M-4M",5,6,4,8,8,7,8,10,8,5,8
"Aceh","Rural","Female","21-30","Married","Low","<=20","Unemployed",NA,7,NA,6,8,8,7,8,8,8,6,7
"Sumatera Selatan","Rural","Male","41-50","Married","Low","41-60","Employed","1.5M-2.5M",7,7,8,9,10,8,8,9,10,7,7
"Jambi","Rural","Female","31-40","Married","Medium","<=20","Employed","1.5M-2.5M",7,8,8,9,9,7,8,8,9,8,10
"Kalimantan Timur","Urban","Female","31-40","Married","Low","<=20","Unemployed",NA,8,NA,5,9,10,7,8,9,7,7,7
"Banten","Urban","Female",">60","Married","Low","61-80","Employed","1M-1.5M",4,7,6,8,9,8,8,8,10,7,7
"Kalimantan Tengah","Urban","Female","31-40","Married","Low","21-40","Unemployed",NA,8,NA,8,10,9,9,10,8,10,8,7
"Jawa Tengah","Rural","Male","41-50","Married","Low","<=20","Employed","<1M",8,9,10,9,7,7,9,9,9,10,9
"Jawa Timur","Urban","Male","41-50","Not married","Low","41-60","Unemployed",NA,5,NA,8,8,8,7,6,8,8,7,8
"Sulawesi Tengah","Rural","Female","31-40","Married","Medium","<=20","Unemployed",NA,8,NA,8,4,4,8,8,4,8,8,7
"Kalimantan Selatan","Rural","Male","41-50","Married","Low","<=20","Employed","2.5M-4M",8,8,9,10,10,10,8,10,9,10,10
"Kalimantan Timur","Rural","Male","31-40","Not married","High","<=20","Employed",">4M",8,8,8,8,8,8,7,8,8,8,8
"Jambi","Rural","Female","41-50","Married","Low","<=20","Employed","<1M",5,8,7,7,9,9,9,9,8,6,8
"Jawa Barat","Urban","Male","51-60","Not married","Medium","<=20","Unemployed",NA,7,NA,5,8,9,10,8,8,8,8,8
"Sumatera Selatan","Rural","Male","31-40","Married","Medium","21-40","Employed","<1M",7,5,6,7,8,7,7,9,8,6,7
"Sumatera Barat","Rural","Female","31-40","Married","Medium","<=20","Employed","1M-1.5M",6,8,9,8,10,8,8,8,8,8,8
"Jawa Tengah","Rural","Male","51-60","Married","Medium","41-60","Employed","1M-1.5M",8,8,6,8,9,8,8,9,9,6,8
"Jawa Timur","Urban","Female","41-50","Married","High","<=20","Unemployed",NA,8,NA,9,8,9,8,8,8,8,9,8
"Jawa Barat","Urban","Female","31-40","Married","Low","21-40","Unemployed",NA,8,NA,6,10,10,10,10,9,10,9,10
"Sumatera Barat","Rural","Male","51-60","Married","Medium","21-40","Employed","<1M",3,5,1,5,6,10,10,10,10,10,7
"Kalimantan Tengah","Rural","Female","51-60","Married","Low","41-60","Unemployed",NA,7,NA,8,9,9,8,8,9,8,8,8
"Nusa Tenggara Barat","Urban","Female","21-30","Married","Low","<=20","Unemployed",NA,5,NA,7,7,6,8,7,8,8,8,8
"Jawa Barat","Rural","Male","31-40","Married","Low","<=20","Employed","1M-1.5M",5,5,1,10,10,8,8,10,8,5,8
"Sumatera Utara","Rural","Male",">60","Not married","Low","61-80","Employed","<1M",8,8,6,7,8,7,8,8,9,8,7
"Papua","Rural","Male","31-40","Married","Medium","21-40","Employed","1M-1.5M",6,3,4,8,8,7,8,8,2,7,9
"Dki Jakarta","Urban","Male",">60","Married","Medium","21-40","Unemployed",NA,8,NA,8,7,8,8,8,8,9,8,8
"Bengkulu","Urban","Male","51-60","Married","Medium","<=20","Employed",">4M",8,8,7,8,9,8,7,9,8,8,8
"Banten","Urban","Male","21-30","Married","High","<=20","Employed",">4M",9,8,8,8,7,8,8,8,8,8,8
"Kalimantan Barat","Rural","Female","41-50","Married","Low","21-40","Employed","<1M",5,4,3,3,8,8,8,10,10,3,7
"Sumatera Barat","Rural","Female","51-60","Not married","Medium","<=20","Employed","1M-1.5M",6,7,6,9,7,6,8,8,8,6,7
"Sulawesi Selatan","Rural","Male",">60","Married","Medium","41-60","Unemployed",NA,8,NA,7,8,8,8,9,8,8,8,9
"Banten","Urban","Female","41-50","Married","Medium","41-60","Unemployed",NA,6,NA,7,6,8,7,8,7,7,8,10
"Banten","Urban","Male",">60","Married","Low","61-80","Employed",">4M",2,5,6,5,7,9,7,9,8,6,9
"Sumatera Utara","Rural","Male",">60","Married","Low","41-60","Employed","2.5M-4M",3,7,6,7,9,8,8,8,9,6,7
"Kalimantan Barat","Urban","Male","51-60","Married","High","<=20","Employed",">4M",7,8,8,9,9,2,8,9,8,8,8
"Maluku","Rural","Male","51-60","Married","Low","41-60","Employed","<1M",6,8,7,9,8,6,8,9,8,8,8
"Jawa Timur","Rural","Male","41-50","Married","Medium","21-40","Employed","2.5M-4M",7,5,5,6,6,6,7,7,6,5,7
"Papua","Rural","Male","51-60","Not married","Low","41-60","Employed","2.5M-4M",8,8,7,7,7,8,8,7,7,7,7
"Sulawesi Tenggara","Rural","Female","51-60","Married","Low","21-40","Employed","<1M",7,10,9,8,8,9,8,10,9,9,9
"Aceh","Rural","Male","31-40","Married","Low","<=20","Employed","1M-1.5M",7,7,7,8,8,7,7,8,8,7,7
"Papua","Urban","Female","31-40","Married","Medium","<=20","Unemployed",NA,6,NA,2,6,6,6,8,8,7,6,3
"Sulawesi Tenggara","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,6,NA,4,9,9,9,10,9,9,6,8
"Kalimantan Barat","Rural","Female","31-40","Married","Low","<=20","Employed","<1M",5,6,3,9,8,8,10,9,8,7,9
"Jawa Barat","Rural","Female","41-50","Married","Medium","41-60","Unemployed",NA,6,NA,6,7,8,9,8,9,9,7,7
"Sulawesi Utara","Urban","Male","41-50","Married","Low","<=20","Employed","1.5M-2.5M",8,9,7,9,9,8,8,8,8,9,9
"Jawa Timur","Rural","Female","41-50","Not married","Low","41-60","Employed","1.5M-2.5M",6,7,7,7,8,7,7,7,7,7,7
"Sulawesi Tenggara","Rural","Female",">60","Married","Low","41-60","Employed","<1M",6,7,6,8,9,8,8,8,7,7,8
"Jawa Tengah","Urban","Female",">60","Not married","Low","41-60","Unemployed",NA,2,NA,3,6,7,7,7,7,7,4,5
"Jambi","Urban","Male",">60","Married","High","21-40","Unemployed",NA,7,NA,8,9,9,8,9,8,8,8,9
"Jawa Timur","Urban","Male",">60","Married","Medium","41-60","Employed",">4M",8,8,8,8,8,7,7,7,8,8,8
"Papua","Rural","Male","51-60","Married","Low","41-60","Employed","2.5M-4M",7,8,7,8,8,8,8,7,8,8,7
"Riau","Rural","Female","41-50","Married","High","<=20","Unemployed",NA,4,NA,8,6,9,8,7,7,8,8,9
"Papua","Urban","Female","31-40","Married","Medium","<=20","Employed","<1M",7,7,5,8,7,8,7,3,9,8,7
"Riau","Rural","Female","21-30","Married","Medium","<=20","Unemployed",NA,8,NA,5,8,8,10,8,10,8,9,8
"Kalimantan Selatan","Rural","Female","31-40","Married","Low","21-40","Employed","<1M",5,7,7,8,8,8,8,8,8,8,7
"Nusa Tenggara Timur","Rural","Female","31-40","Married","Low","<=20","Employed","<1M",6,7,5,8,7,6,8,8,8,5,8
"Nusa Tenggara Timur","Urban","Male",">60","Married","High","41-60","Unemployed",NA,9,NA,7,7,8,9,8,9,8,8,8
"Sumatera Barat","Urban","Female","41-50","Not married","Low","41-60","Employed","1.5M-2.5M",1,7,1,8,10,10,8,8,10,7,3
"Papua","Rural","Female","31-40","Married","Low","21-40","Employed","2.5M-4M",10,10,10,10,10,10,10,10,10,10,10
"Sumatera Utara","Urban","Female","21-30","Not married","High","<=20","Employed",">4M",9,7,8,9,9,7,8,9,10,9,7
"Sulawesi Tenggara","Rural","Female","21-30","Married","Low","<=20","Unemployed",NA,8,NA,6,5,9,9,8,8,7,8,8
"Nusa Tenggara Barat","Urban","Male","31-40","Married","High","<=20","Employed",">4M",8,8,8,8,8,8,9,8,8,9,7
"Kalimantan Timur","Urban","Female","21-30","Married","Medium","<=20","Unemployed",NA,6,NA,7,7,8,7,7,7,7,7,8
"Jawa Barat","Urban","Male","51-60","Married","Low","41-60","Employed","1M-1.5M",8,7,7,8,8,9,8,8,9,8,7
"Jawa Tengah","Rural","Male","31-40","Married","Medium","<=20","Employed","1M-1.5M",7,6,6,8,9,9,8,8,9,8,8
"Kalimantan Timur","Urban","Male",">60","Married","Low","41-60","Employed","<1M",7,8,8,5,8,8,8,9,8,8,8
"Sumatera Utara","Rural","Female","31-40","Married","High","<=20","Employed","1M-1.5M",8,7,7,8,9,5,8,9,8,9,9
"Jawa Timur","Urban","Male",">60","Married","Low","21-40","Employed","1.5M-2.5M",6,8,8,8,8,7,7,8,8,8,7
"Riau","Rural","Female","21-30","Married","High","<=20","Unemployed",NA,6,NA,7,8,9,9,8,8,8,8,8
"Sumatera Barat","Rural","Female",">60","Not married","Low","41-60","Employed","1.5M-2.5M",7,6,7,8,7,7,8,8,8,7,8
"Jawa Tengah","Urban","Female","51-60","Married","Low","41-60","Employed","<1M",6,7,7,7,7,7,8,8,8,7,7
"Papua","Rural","Female","41-50","Not married","Low","41-60","Employed","<1M",1,7,3,6,8,7,7,7,8,8,7
"Jawa Tengah","Rural","Male",">60","Not married","Low","61-80","Employed","1M-1.5M",1,6,5,6,7,4,8,8,7,7,7
"Aceh","Urban","Female","51-60","Not married","Low","21-40","Unemployed",NA,7,NA,8,6,8,8,8,7,8,8,8
"Sulawesi Selatan","Urban","Female","51-60","Not married","Medium","21-40","Unemployed",NA,7,NA,6,7,9,9,8,9,9,7,9
"Sulawesi Utara","Rural","Male","41-50","Married","Medium","41-60","Employed","2.5M-4M",9,9,9,9,10,9,9,9,9,8,9
"Lampung","Rural","Female",">60","Not married","Low","61-80","Unemployed",NA,4,NA,4,8,9,7,8,8,9,5,8
"Aceh","Rural","Male",">60","Married","Low","61-80","Employed","1.5M-2.5M",6,7,6,7,8,7,8,7,7,7,8
"Lampung","Rural","Female","31-40","Married","Low","21-40","Unemployed",NA,8,NA,7,8,8,8,7,8,8,6,7
"Jambi","Urban","Male","31-40","Married","Low","<=20","Employed","1.5M-2.5M",7,7,6,8,9,8,9,9,8,6,8
"Sumatera Selatan","Rural","Female","41-50","Married","Low","<=20","Employed","<1M",6,6,3,8,10,8,9,9,10,6,7
"Sumatera Selatan","Rural","Male","51-60","Married","Low","<=20","Employed","1.5M-2.5M",5,5,5,3,7,7,7,10,8,4,7
"Di Yogyakarta","Urban","Male",">60","Married","Medium","61-80","Employed","<1M",9,8,10,10,10,10,10,8,8,7,9
"Jawa Tengah","Urban","Male",">60","Married","Low","61-80","Employed","1.5M-2.5M",5,7,6,7,8,6,8,9,7,8,7
"Lampung","Rural","Male","51-60","Married","Medium","41-60","Unemployed",NA,9,NA,8,10,9,8,9,10,10,8,9
"Jawa Tengah","Rural","Male","31-40","Married","Low","21-40","Employed","1M-1.5M",5,6,3,8,8,7,7,8,7,7,5
"Sumatera Barat","Urban","Female",">60","Not married","High","41-60","Unemployed",NA,10,NA,8,9,9,8,9,8,9,8,7
"Sumatera Barat","Urban","Female","41-50","Married","Medium","<=20","Employed",">4M",6,7,7,8,8,8,7,8,8,7,8
